Bd_00,A,0.02,0.05,530.339404,687.5,7.260884342,156.25,45.22906324,38.35995554,45.22906324,-37.9681789,1000,1.271965714,5.988918629,2234.375,20.74171423,156.25,24.8341625,15.26578325,24.92133974,-4.179625511,953.125,0.996465005,19.74524923,312.5,51.5854765,156.25,50.73940755,51.5854765,20.22301364,31.36246285,1000,-0.316429415,51.90190591,m,VN
Bd_00,A,3.66,3.72,513.195687,281.25,44.33816346,140.625,39.2328696,44.33816346,6.898183799,37.43997966,953.125,10.87438757,33.46377589,281.25,33.5228634,125,34.48106763,35.79670813,11.92770506,21.59515833,937.5,6.831268822,26.69159457,312.5,50.71441324,156.25,43.52120209,50.71441324,20.45669941,30.25771383,906.25,15.53339585,35.1810174,n,VN
Bd_00,oh,4.86,4.91,410.0351832,968.75,14.25149688,140.625,20.64709872,24.17514914,8.650050722,5.601446156,968.75,14.25149688,0,906.25,33.5025762,125,18.89495365,26.09689046,19.29983563,14.20274057,906.25,33.5025762,0,406.25,38.20241827,125,43.62105413,49.41596601,18.24788062,19.95453765,937.5,38.1697358,0.032682472,n,VN
Bd_00,i,6,6.04,417.2895469,562.5,25.97532941,93.75,37.72111761,38.09561774,24.03897975,1.936349661,906.25,16.67258045,9.30274896,562.5,25.97532941,93.75,37.72111761,38.09561774,24.03897975,1.936349661,906.25,16.67258045,9.30274896,562.5,25.97532941,93.75,37.72111761,38.09561774,24.03897975,1.936349661,906.25,16.67258045,9.30274896,n,VN
Bd_03,ee,2.79,2.87,385.7539697,281.25,36.35863636,93.75,34.22878898,38.36234978,8.652138799,27.70649756,984.375,2.798720556,33.5599158,281.25,36.35863636,93.75,34.22878898,38.36234978,8.652138799,27.70649756,984.375,2.798720556,33.5599158,281.25,36.35863636,93.75,34.22878898,38.36234978,8.652138799,27.70649756,984.375,2.798720556,33.5599158,n,VN
Bd_04,A,0.02,0.05,504.8991238,312.5,31.24305021,127.4450022,33.14878063,34.99616988,17.56333815,13.67971205,906.25,9.668608846,21.57444136,1281.25,11.55725598,156.25,-9.730844477,22.87521009,11.27265829,0.284597689,968.75,8.869339667,2.687916309,562.5,47.00540283,140.625,50.59449526,51.83818722,2.804300949,44.20110188,976.5625,42.34712243,4.6582804,m,VN
Bd_05,ee,3.29,3.35,437.8213798,343.75,45.0157318,125,48.5044658,52.97898228,15.11674997,29.89898183,921.875,14.28598335,30.72974845,312.5,40.50048178,109.375,45.91690003,51.05652835,13.25146452,27.24901727,921.875,4.254714805,36.24576698,375,40.73008549,125,43.59795128,46.33990779,20.16242348,20.56766201,906.25,19.57529547,21.15479002,n,VN
Bd_05,A,4.84,4.91,481.1798412,281.25,36.44309692,93.75,32.22149049,35.4031593,15.54447908,20.89861784,906.25,13.95603133,22.48706559,281.25,36.44309692,93.75,32.22149049,35.4031593,15.54447908,20.89861784,906.25,13.95603133,22.48706559,1062.5,3.344898486,125,11.20804199,16.05303994,10.73133997,-7.38644148,937.5,-3.686531887,7.031430373,m,VN
Bd_06,oh,1.32,1.35,1217.173237,312.5,44.89200395,134.9916502,42.562722,44.89200395,34.00594522,10.88605873,937.5,13.14269811,31.74930584,375,27.96470641,134.1837355,38.69685301,38.15604363,38.69685301,-10.7321466,1000,8.555253264,19.40945314,562.5,46.26889267,156.25,48.13844607,51.07205687,17.9661484,28.30274427,906.25,34.0264582,12.24243447,n,VN
Bd_06,ee,1.73,1.81,326.7196913,312.5,35.2541747,160.0842674,35.63437144,35.2541747,36.02403624,-0.769861543,875,16.00374407,19.25043063,375,39.98536098,132.0951647,39.50209546,42.77694642,37.38957259,2.595788393,937.5,16.00949443,23.97586655,500,56.86636841,156.25,50.95795148,51.36418304,8.565558722,48.30080969,968.75,36.8618628,20.00450562,n,VN
